"REF_DATE","GEO","DGUID","Sex","Pre-admission experience","Immigrant admission category","Years since admission","Income type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","22400","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","22400","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","23800","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","21800","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","22300","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","23700","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","23600","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","24300","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","23800","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","23300","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","21900","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","27700","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","26400","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","26900","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","28900","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363597","1.1.1.11.1.6.3","28300","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","21100","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","20800","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","21500","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","20100","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","20400","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","21500","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","21600","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","22100","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","21500","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","21800","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","20700","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","25300","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","24600","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","24700","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","26300","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Caregiver, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363598","1.1.1.11.1.6.4","26000","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","37670","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","32390","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","27790","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","31160","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","36655","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","33000","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","30775","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","34760","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","35765","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","43390","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","36410","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","38070","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","34600","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","38910","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","42700","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035363859","1.1.1.12.1.6.1","38035","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","18790","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","16370","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","13250","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","16040","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","20370","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","19250","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","18295","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","20660","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","19640","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","23635","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","20680","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","22150","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","20540","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","24075","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","28050","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363860","1.1.1.12.1.6.2","26210","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","7600","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","8000","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","7700","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","9300","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","8900","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","11100","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","12000","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","12200","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","13100","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","12400","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","12800","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","14400","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","16300","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","17900","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","17100","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035363861","1.1.1.12.1.6.3","18200","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","4200","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","4800","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","4300","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","4800","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","5000","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","5800","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","6000","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","6200","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","6700","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","6800","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","7300","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","7900","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","9000","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","10000","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","10200","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Economic Immigrant, spouse and dependent","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035363862","1.1.1.12.1.6.4","11300","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","32875","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","28435","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","23890","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","25820","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","29850","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","24015","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","21670","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","22630","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","20495","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","25825","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","18795","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","19805","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","18280","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","15125","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","15685","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total count","Persons","249","units","0","v1035364123","1.1.1.13.1.6.1","14145","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","16370","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","14375","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","11270","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","13095","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","16565","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","13615","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","12325","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","12730","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","9755","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","12650","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","9430","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","9995","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","9370","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","7705","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","8160","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Total with income","Persons","249","units","0","v1035364124","1.1.1.13.1.6.2","8405","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035364125","1.1.1.13.1.6.3","7900","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035364125","1.1.1.13.1.6.3","8200","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035364125","1.1.1.13.1.6.3","7900","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035364125","1.1.1.13.1.6.3","9300","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, spouse and dependent","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035364125","1.1.1.13.1.6.3","8800","","","","0"
